i,n,10258,defaulted,Agriculture,Kenya,F,450,lender
i,n,10259,defaulted,Agriculture,Kenya,F,450,lender
i,n,10260,defaulted,Agriculture,Kenya,F,450,lender
i,n,10261,defaulted,Agriculture,Kenya,F,450,lender
i,n,10262,defaulted,Agriculture,Kenya,F,450,lender
i,n,10263,defaulted,Agriculture,Kenya,F,450,lender
i,n,10264,defaulted,Agriculture,Kenya,F,450,lender
i,n,10265,defaulted,Housing,Kenya,F,300,lender
i,n,10266,defaulted,Clothing,Kenya,F,300,lender
i,n,10267,defaulted,Food,Kenya,F,300,lender
i,n,10268,defaulted,Retail,Kenya,F,150,lender
i,n,10269,defaulted,Retail,Kenya,F,150,lender
i,n,10270,defaulted,Clothing,Kenya,F,600,lender
i,n,10271,defaulted,Food,Kenya,F,600,lender
i,n,10272,defaulted,Food,Kenya,F,450,lender
i,n,10273,defaulted,Services,Kenya,F,750,lender
i,n,10274,defaulted,Food,Kenya,F,75,lender
i,n,10275,defaulted,Food,Kenya,F,300,lender
i,n,10276,defaulted,Retail,Kenya,F,75,lender
i,n,10277,defaulted,Retail,Kenya,F,450,lender
i,n,10278,defaulted,Agriculture,Kenya,F,150,lender
i,n,10279,defaulted,Food,Kenya,F,150,lender
i,n,10280,defaulted,Food,Kenya,F,150,lender
i,n,10281,defaulted,Agriculture,Kenya,F,150,lender
i,n,10282,defaulted,Clothing,Kenya,F,150,lender
i,n,10283,defaulted,Clothing,Kenya,F,150,lender
i,n,10284,defaulted,Clothing,Kenya,F,150,lender
i,n,10285,defaulted,Agriculture,Kenya,F,150,lender
i,n,10286,defaulted,Agriculture,Kenya,F,150,lender
i,n,10287,defaulted,Clothing,Kenya,F,150,lender
i,n,10288,defaulted,Agriculture,Kenya,F,150,lender
i,n,10289,defaulted,Agriculture,Kenya,F,150,lender
i,n,10290,defaulted,Agriculture,Kenya,F,150,lender
i,n,10291,defaulted,Agriculture,Kenya,F,150,lender
i,n,10292,defaulted,Agriculture,Kenya,F,150,lender
i,n,10293,defaulted,Agriculture,Kenya,F,150,lender
i,n,10294,defaulted,Agriculture,Kenya,F,150,lender
i,n,10295,defaulted,Agriculture,Kenya,F,150,lender
i,n,10296,defaulted,Agriculture,Kenya,F,150,lender
i,n,10297,defaulted,Agriculture,Kenya,F,150,lender
i,n,10298,defaulted,Agriculture,Kenya,F,150,lender
i,n,10299,defaulted,Services,Kenya,F,150,lender
i,n,10300,defaulted,Services,Kenya,F,150,lender
i,n,10301,defaulted,Agriculture,Kenya,F,150,lender
i,n,10302,defaulted,Agriculture,Kenya,F,150,lender
i,n,10303,defaulted,Agriculture,Kenya,F,150,lender
i,n,10304,defaulted,Agriculture,Kenya,F,375,lender
i,n,10305,defaulted,Agriculture,Kenya,F,450,lender
i,n,10306,defaulted,Services,Kenya,F,300,lender
i,n,10307,defaulted,Agriculture,Kenya,F,300,lender
i,n,10308,defaulted,Agriculture,Kenya,F,300,lender
i,n,10309,defaulted,Agriculture,Kenya,F,675,lender
i,n,10310,defaulted,Agriculture,Kenya,F,675,lender
i,n,10311,defaulted,Agriculture,Kenya,M,1600,lender
i,n,10312,defaulted,Services,Kenya,M,550,lender
i,n,10313,defaulted,Clothing,Kenya,F,850,lender
i,n,10314,defaulted,Clothing,Kenya,F,1200,lender
i,n,10315,defaulted,Services,Kenya,F,1500,lender
i,n,10316,defaulted,Health,Kenya,F,1200,lender
i,n,10317,defaulted,Clothing,Kenya,F,1800,lender
i,n,10318,defaulted,Retail,Kenya,F,1600,lender
i,n,10319,defaulted,Retail,Kenya,F,1500,lender
i,n,10320,defaulted,Services,Kenya,M,2000,lender
i,n,10321,defaulted,Services,Kenya,M,1800,lender
i,n,10322,defaulted,Services,Kenya,M,1200,lender
i,n,10323,defaulted,Services,Kenya,M,1000,lender
i,n,10324,defaulted,Food,Kenya,F,1000,lender
i,n,10325,defaulted,Food,Kenya,M,1000,lender
i,n,10326,defaulted,Manufacturing,Kenya,M,1000,lender
i,n,10327,defaulted,Food,Kenya,M,1200,lender
i,n,10328,defaulted,Food,Kenya,F,700,lender
i,n,10329,defaulted,Food,Kenya,M,1000,lender
i,n,10330,defaulted,Clothing,Kenya,F,1000,lender
i,n,10331,defaulted,Agriculture,Kenya,M,1200,lender
i,n,10332,defaulted,Construction,Kenya,M,1200,lender
i,n,10333,defaulted,Services,Kenya,F,1000,lender
i,n,10334,defaulted,Arts,Kenya,F,800,lender
i,n,10335,defaulted,Manufacturing,Kenya,M,800,lender
i,n,10336,defaulted,Construction,Kenya,M,1200,lender
i,n,10337,defaulted,Services,Kenya,M,1000,lender
i,n,10338,defaulted,Clothing,Kenya,M,1200,lender
i,n,10339,defaulted,Construction,Kenya,F,750,lender
i,n,10340,defaulted,Agriculture,Kenya,F,300,lender
i,n,10341,defaulted,Agriculture,Kenya,F,150,lender
i,n,10342,defaulted,Agriculture,Kenya,F,100,lender
i,n,10343,defaulted,Agriculture,Kenya,F,125,lender
i,n,10344,defaulted,Agriculture,Kenya,F,600,lender
i,n,10345,defaulted,Agriculture,Kenya,F,150,lender
i,n,10346,defaulted,Agriculture,Kenya,F,475,lender
i,n,10347,defaulted,Agriculture,Kenya,F,150,lender
i,n,10348,defaulted,Agriculture,Kenya,F,150,lender
i,n,10349,defaulted,Retail,Kenya,F,150,lender
i,n,10350,defaulted,Agriculture,Kenya,F,150,lender
i,n,10351,defaulted,Agriculture,Kenya,F,150,lender
i,n,10352,defaulted,Food,Kenya,F,125,lender
i,n,10353,defaulted,Agriculture,Kenya,F,125,lender
i,n,10354,defaulted,Food,Kenya,F,125,lender
i,n,10355,defaulted,Retail,Kenya,F,150,lender
i,n,10356,defaulted,Agriculture,Kenya,F,150,lender
i,n,10357,defaulted,Agriculture,Kenya,F,150,lender
i,n,10358,defaulted,Retail,Kenya,F,150,lender
i,n,10359,defaulted,Retail,Kenya,F,750,lender
i,n,10360,defaulted,Clothing,Kenya,F,750,lender
i,n,10361,defaulted,Agriculture,Kenya,F,750,lender
i,n,10362,defaulted,Construction,Kenya,F,750,lender
i,n,10363,defaulted,Agriculture,Kenya,F,750,lender
i,n,10364,defaulted,Clothing,Kenya,F,750,lender
i,n,10365,defaulted,Services,Kenya,F,300,lender
i,n,10366,defaulted,Agriculture,Kenya,F,750,lender
i,n,10367,defaulted,Agriculture,Kenya,M,700,lender
i,n,10368,defaulted,Agriculture,Kenya,M,800,lender
i,n,10369,defaulted,Agriculture,Kenya,M,1000,lender
i,n,10370,defaulted,Agriculture,Kenya,M,800,lender
i,n,10371,defaulted,Agriculture,Kenya,M,1000,lender
i,n,10372,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10373,defaulted,Agriculture,Kenya,M,1000,lender
i,n,10374,defaulted,Agriculture,Kenya,M,800,lender
i,n,10375,defaulted,Agriculture,Kenya,M,700,lender
i,n,10376,defaulted,Agriculture,Kenya,M,1000,lender
i,n,10377,defaulted,Clothing,Kenya,M,1200,lender
i,n,10378,defaulted,Retail,Kenya,M,1200,lender
i,n,10379,defaulted,Food,Kenya,F,750,lender
i,n,10380,defaulted,Retail,Kenya,F,750,lender
i,n,10381,defaulted,Agriculture,Kenya,F,150,lender
i,n,10382,defaulted,Food,Kenya,F,750,lender
i,n,10383,defaulted,Agriculture,Kenya,F,450,lender
i,n,10384,defaulted,Agriculture,Kenya,F,450,lender
i,n,10385,defaulted,Agriculture,Kenya,F,450,lender
i,n,10386,defaulted,Agriculture,Kenya,F,450,lender
i,n,10387,defaulted,Agriculture,Kenya,M,800,lender
i,n,10388,defaulted,Food,Kenya,F,450,lender
i,n,10389,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10390,defaulted,Food,Kenya,F,450,lender
i,n,10391,defaulted,Agriculture,Kenya,M,800,lender
i,n,10392,defaulted,Retail,Kenya,F,450,lender
i,n,10393,defaulted,Agriculture,Kenya,M,800,lender
i,n,10394,defaulted,Food,Kenya,F,300,lender
i,n,10395,defaulted,Agriculture,Kenya,M,1200,lender
i,n,10396,defaulted,Agriculture,Kenya,M,1150,lender
i,n,10397,defaulted,Agriculture,Kenya,F,1000,lender
i,n,10398,defaulted,Agriculture,Kenya,F,800,lender
i,n,10399,defaulted,Agriculture,Kenya,F,900,lender
i,n,10400,defaulted,Agriculture,Kenya,F,1000,lender
i,n,10401,defaulted,Agriculture,Kenya,F,700,lender
i,n,10402,defaulted,Agriculture,Kenya,F,800,lender
i,n,10403,defaulted,Agriculture,Kenya,F,800,lender
i,n,10404,defaulted,Agriculture,Kenya,F,700,lender
i,n,10405,defaulted,Agriculture,Kenya,F,700,lender
i,n,10406,defaulted,Agriculture,Kenya,F,800,lender
i,n,10407,defaulted,Agriculture,Kenya,F,700,lender
i,n,10408,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10409,defaulted,Agriculture,Kenya,F,1000,lender
i,n,10410,defaulted,Agriculture,Kenya,F,600,lender
i,n,10411,defaulted,Agriculture,Kenya,F,800,lender
i,n,10412,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10413,defaulted,Services,Kenya,F,1000,lender
i,n,10414,defaulted,Arts,Kenya,F,125,lender
i,n,10415,defaulted,Construction,Kenya,M,150,lender
i,n,10416,defaulted,Agriculture,Kenya,F,300,lender
i,n,10417,defaulted,Agriculture,Kenya,F,300,lender
i,n,10418,defaulted,Agriculture,Kenya,F,300,lender
i,n,10419,defaulted,Agriculture,Kenya,F,300,lender
i,n,10420,defaulted,Services,Kenya,F,300,lender
i,n,10421,defaulted,Agriculture,Kenya,F,625,lender
i,n,10422,defaulted,Agriculture,Kenya,F,300,lender
i,n,10423,defaulted,Agriculture,Kenya,F,300,lender
i,n,10424,defaulted,Retail,Kenya,F,300,lender
i,n,10425,defaulted,Food,Kenya,F,1200,lender
i,n,10426,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10427,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10428,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10429,defaulted,Agriculture,Kenya,F,450,lender
i,n,10430,defaulted,Arts,Kenya,F,300,lender
i,n,10431,defaulted,Food,Kenya,F,300,lender
i,n,10432,defaulted,Agriculture,Kenya,F,450,lender
i,n,10433,defaulted,Arts,Kenya,F,450,lender
i,n,10434,defaulted,Arts,Kenya,F,450,lender
i,n,10435,defaulted,Agriculture,Kenya,F,300,lender
i,n,10436,defaulted,Agriculture,Kenya,F,450,lender
i,n,10437,defaulted,Manufacturing,Kenya,F,300,lender
i,n,10438,defaulted,Retail,Kenya,F,300,lender
i,n,10439,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10440,defaulted,Retail,Kenya,F,450,lender
i,n,10441,defaulted,Arts,Kenya,F,300,lender
i,n,10442,defaulted,Agriculture,Kenya,F,300,lender
i,n,10443,defaulted,Arts,Kenya,F,450,lender
i,n,10444,defaulted,Agriculture,Kenya,F,450,lender
i,n,10445,defaulted,Clothing,Kenya,F,450,lender
i,n,10446,defaulted,Retail,Kenya,F,450,lender
i,n,10447,defaulted,Clothing,Kenya,F,300,lender
i,n,10448,defaulted,Clothing,Kenya,F,300,lender
i,n,10449,defaulted,Agriculture,Kenya,F,225,lender
i,n,10450,defaulted,Agriculture,Kenya,F,225,lender
i,n,10451,defaulted,Retail,Kenya,F,225,lender
i,n,10452,defaulted,Agriculture,Kenya,F,225,lender
i,n,10453,defaulted,Retail,Kenya,F,225,lender
i,n,10454,defaulted,Agriculture,Kenya,F,225,lender
i,n,10455,defaulted,Food,Kenya,F,225,lender
i,n,10456,defaulted,Agriculture,Kenya,F,225,lender
i,n,10457,defaulted,Retail,Kenya,F,225,lender
i,n,10458,defaulted,Retail,Kenya,F,225,lender
i,n,10459,defaulted,Agriculture,Kenya,F,225,lender
i,n,10460,defaulted,Agriculture,Kenya,F,225,lender
i,n,10461,defaulted,Agriculture,Kenya,F,225,lender
i,n,10462,defaulted,Agriculture,Kenya,F,225,lender
i,n,10463,defaulted,Agriculture,Kenya,F,500,lender
i,n,10464,defaulted,Agriculture,Kenya,M,1200,lender
i,n,10465,defaulted,Agriculture,Kenya,F,1200,lender
i,n,10466,defaulted,Clothing,Kenya,F,800,lender
i,n,10467,defaulted,Services,Kenya,M,1200,lender
i,n,10468,defaulted,Clothing,Kenya,M,1200,lender
i,n,10469,defaulted,Clothing,Kenya,M,1200,lender
i,n,10470,defaulted,Construction,Kenya,F,1200,lender
i,n,10471,defaulted,Agriculture,Kenya,M,900,lender
i,n,10472,defaulted,Agriculture,Kenya,F,800,lender
i,n,10473,defaulted,Agriculture,Kenya,F,900,lender
i,n,10474,defaulted,Agriculture,Kenya,M,1200,lender
i,n,10475,defaulted,Agriculture,Kenya,F,150,lender
i,n,10476,defaulted,Agriculture,Kenya,F,225,lender
i,n,10477,defaulted,Agriculture,Kenya,F,225,lender
i,n,10478,defaulted,Agriculture,Kenya,F,900,lender
i,n,10479,defaulted,Food,Kenya,F,1200,lender
i,n,10480,defaulted,Agriculture,Kenya,M,700,lender
